exp_ID,npar,subj,nblock,ntrial,nrep,cond-1,trial_type,rDV,deci-3,deci-2,deci-1,cond,deci,DV,resp,corr-1,r_map,correct,confi,RT,d1,d2,d3,d4,d5,d6,o1,o2,o3,o4,o5,o6,metad,metad_3%,metad_97%
CJ_EEG,1,s01,0,21,0,0,nonrepeat,0.2238347324861094,1,1,1,1,1,0.21,1.0,0,45,1,0.7,0.826202999999623,0.7519776135555838,0.26762793699834087,0.6006980481610723,0.4514930809980855,-0.6022306124847476,-0.12655767231167825,0.688,1.073,2.513,0.57,1.727,0.343,0.086,-0.345,0.51
CJ_EEG,1,s01,0,21,1,1,nonrepeat,0.2238347324861094,1,1,1,1,1,0.21,1.0,1,45,1,0.75,1.8727831999995033,0.7519776135555838,0.26762793699834087,0.6006980481610723,0.4514930809980855,-0.6022306124847476,-0.12655767231167825,0.688,1.073,2.513,0.57,1.727,0.343,0.086,-0.345,0.51
CJ_EEG,1,s01,0,21,2,1,nonrepeat,0.22383473248610927,1,1,1,1,1,0.21,1.0,1,45,1,0.85,4.016931800000748,0.7519776135555831,0.26762793699834087,0.6006980481610723,0.45149308099808505,-0.6022306124847472,-0.12655767231167847,2.2587963267948963,2.6437963267948965,0.9422036732051033,2.1407963267948964,0.15620367320510375,1.9137963267948965,0.086,-0.345,0.51
CJ_EEG,1,s01,1,0,0,1,repeat,-0.22281302293699212,1,1,1,0,0,-0.21,-1.0,1,0,1,0.75,1.2211335000001782,0.16935255162476026,-0.3099041667535417,-0.6226024452005103,-0.2773185881483087,-0.5085295357322271,0.21212404658787487,2.03,0.271,1.719,1.287,0.193,0.476,0.086,-0.345,0.51
CJ_EEG,1,s01,1,0,1,0,repeat,-0.22281302293699212,1,1,0,0,0,-0.21,-1.0,1,45,1,0.35,1.7479820999997173,0.16935255162476026,-0.3099041667535417,-0.6226024452005103,-0.2773185881483087,-0.5085295357322271,0.21212404658787487,2.03,0.271,1.719,1.287,0.193,0.476,0.086,-0.345,0.51
CJ_EEG,1,s01,1,0,2,0,repeat,-0.22281302293699212,1,0,0,0,1,-0.21,1.0,1,45,0,0.1,2.9985882999999376,0.16935255162476026,-0.3099041667535417,-0.6226024452005103,-0.2773185881483087,-0.5085295357322271,0.21212404658787487,2.03,0.271,1.719,1.287,0.193,0.476,0.086,-0.345,0.51
CJ_EEG,1,s01,1,1,0,0,nonrepeat,0.09176358620557322,0,0,1,1,1,0.11,1.0,0,45,1,0.35,1.1464688999994905,-0.2457235399589024,-0.13622493911167854,-0.12655767231167825,-0.3705010153429481,0.982669911581621,0.4469187723770256,1.867,1.91,0.343,1.818,2.363,2.139,0.086,-0.345,0.51
CJ_EEG,1,s01,1,1,1,1,nonrepeat,0.09176358620557322,0,1,1,1,1,0.11,1.0,1,45,1,0.45,1.0698336000004929,-0.2457235399589024,-0.13622493911167854,-0.12655767231167825,-0.3705010153429481,0.982669911581621,0.4469187723770256,1.867,1.91,0.343,1.818,2.363,2.139,0.086,-0.345,0.51
CJ_EEG,1,s01,1,1,2,1,nonrepeat,0.09176358620557327,1,1,1,1,1,0.11,1.0,1,45,1,0.45,0.9362999000004493,-0.2457235399589024,-0.136224939111678,-0.12655767231167847,-0.3705010153429481,0.982669911581621,0.4469187723770256,0.29620367320510343,0.3392036732051036,1.9137963267948965,0.2472036732051035,0.7922036732051034,0.5682036732051032,0.086,-0.345,0.51
CJ_EEG,1,s01,1,2,0,1,repeat,0.09582704005207417,1,1,1,1,0,0.11,-1.0,1,0,0,0.35,1.6706815999996252,-0.8380626373896614,-0.6012400820689212,0.48714378825066995,0.003831410809189695,0.6221071799925975,0.9011825807185705,3.078,2.985,0.584,1.965,0.637,2.395,0.086,-0.345,0.51
CJ_EEG,1,s01,1,2,1,1,repeat,0.09582704005207417,1,1,0,1,0,0.11,-1.0,0,0,0,0.6,2.620654700000159,-0.8380626373896614,-0.6012400820689212,0.48714378825066995,0.003831410809189695,0.6221071799925975,0.9011825807185705,3.078,2.985,0.584,1.965,0.637,2.395,0.086,-0.345,0.51
CJ_EEG,1,s01,1,2,2,1,repeat,0.09582704005207417,1,0,0,1,0,0.11,-1.0,0,45,0,0.75,1.5587936999991143,-0.8380626373896614,-0.6012400820689212,0.48714378825066995,0.003831410809189695,0.6221071799925975,0.9011825807185705,3.078,2.985,0.584,1.965,0.637,2.395,0.086,-0.345,0.51
CJ_EEG,1,s01,1,3,0,1,nonrepeat,-0.23062534339136356,0,0,0,0,0,-0.21,-1.0,0,0,1,0.15,0.883005100000446,-0.8329696792107213,0.9765864229868537,-0.0165404219065729,0.1764733393352904,-0.7555380074108488,-0.9317637141421826,3.076,2.347,1.957,0.462,0.096,1.544,0.086,-0.345,0.51
CJ_EEG,1,s01,1,3,1,0,nonrepeat,-0.23062534339136356,0,0,0,0,0,-0.21,-1.0,1,0,1,0.6,0.9860109999999622,-0.8329696792107213,0.9765864229868537,-0.0165404219065729,0.1764733393352904,-0.7555380074108488,-0.9317637141421826,3.076,2.347,1.957,0.462,0.096,1.544,0.086,-0.345,0.51
CJ_EEG,1,s01,1,3,2,0,nonrepeat,-0.23062534339136373,0,0,0,0,0,-0.21,-1.0,1,45,1,0.9,1.302919299999303,-0.8329696792107224,0.9765864229868537,-0.016540421906573455,0.17647333933529086,-0.7555380074108485,-0.9317637141421826,1.505203673205104,0.7762036732051034,0.3862036732051033,2.0327963267948967,1.6667963267948966,3.1147963267948966,0.086,-0.345,0.51
